"id"	"hs07"	"name"
"06300650"	300650	"First-aid boxes & kits"
"06300660"	300660	"Chemical contraceptive preparations based on hormones/other products of 29.37/spermicides"
"06300670"	300670	"Gel preparations designed to be used in human/veterinary medicine as a lubricant for parts of the body for surgical operations/physical examinations/as a coupling agent between the body & medical instruments"
"06300691"	300691	"Appliances identifiable for ostomy use"
"06300692"	300692	"Waste pharmaceuticals"
10481840	481840	"Sanitary towels & tampons, napkins & napkin liners for babies & similar sanitary articles, of paper pulp/paper/cellulose wadding/webs of cellulose fibres"
11560110	560110	"Sanitary towels & tampons, napkins & napkin liners for babies & similar sanitary articles, of wadding"
137017	7017	"Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated."
13701710	701710	"Laboratory/hygienic/pharmaceutical glassware, whether/not graduated/calibrated, of fused quartz/other fused silica"
13701720	701720	"Laboratory/hygienic/pharmaceutical glassware,whether/not graduated/calibrated,of glass other than of 7014.10,having a linear C of E not >5x10-6 per Kelvin within a temp.range of 0?C-300?C"
13701790	701790	"Laboratory/hygienic/pharmaceutical glassware, whether/not graduated/calibrated, n.e.s. in 70.17"
16841920	841920	"Medical/surgical/laboratory sterilisers, whether/not electrically heated"
18900130	900130	"Contact lenses"
18900140	900140	"Spectacle lenses of glass, unmounted"
18900150	900150	"Spectacle lenses of materials other than glass, unmounted"
18900630	900630	"Cameras specially designed for underwater use/aerial survey/medical/surgical examination of internal organs; comparison cameras for forensic/criminological purposes"
189018	9018	"Instruments and appliances used in medical, surgical, dental or veterinary sciences, including scintigraphic apparatus, other electro-medical apparatus and sight-testing instruments."
18901811	901811	"Electro-cardiographs"
18901812	901812	"Ultrasonic scanning apparatus"
18901813	901813	"Magnetic resonance imaging apparatus"
18901814	901814	"Scintigraphic apparatus"
18901819	901819	"Electro-diagnostic apparatus used in medical/surgical/dental/veterinary sciences (incl.apparatusfor functional exploratory examination/for checking physiological parameters), n.e.s. in 90.18"
18901820	901820	"Ultra-violet/infra-red ray apparatus used in medical/surgical/dental/veterinary sciences"
18901831	901831	"Syringes, with/without needles"
18901832	901832	"Tubular metal needles & needles for sutures"
18901839	901839	"Catheters, cannulae & the like"
18901841	901841	"Dental drill engines, whether/not combined on a single base with other dental equip."
18901849	901849	"Instruments & appliances used in dental sciences (excl. drills)"
18901850	901850	"Ophthalmic instr. & appliances n.e.s. in 90.18"
18901890	901890	"Instruments & appliances used in medical/surgical/veterinary sciences, incl. other electro-medical apparatus & sight-testing instr., n.e.s. in 90.18"
189019	9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone therapy, oxygen therapy, aerosol therapy, artificial respiration or other therapeutic respiration apparatus."
18901910	901910	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus"
18901920	901920	"Ozone therapy/oxygen therapy/aerosol therapy/artificial respiration/other therapeutic respiration apparatus"
189020	9020	"Other breathing appliances and gas masks, excluding protective masks having neither mechanical parts nor replaceable filters."
18902000	902000	"Breathing appliances (excl. of 90.19) & gas masks (excl. protective masks having neither mechanical parts/replaceable filters)"
189021	9021	"Orthopaedic appliances, including crutches, surgical belts and trusses; splints and other fracture appliances; artificial parts of the body; hearing aids and other appliances which are worn or carried, or implanted in the body, to compensate for a defect "
18902110	902110	"Orthopaedic/fracture appliances"
18902121	902121	"Artificial teeth"
18902129	902129	"Dental fittings (excl. artificial teeth)"
18902131	902131	"Artificial joints"
18902139	902139	"Artificial parts of the body other than teeth, dental fittings & joints"
18902140	902140	"Hearing aids (excl. parts & accessories)"
18902150	902150	"Pacemakers for stimulating heart muscles (excl. parts & accessories)"
18902190	902190	"Appliances which are worn/carried/implanted in the body, to compensate for a defect/disability (excl. of 9021.10-9021.50)"
189022	9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not for medical, surgical, dental or veterinary uses, including radiography or radiotherapy apparatus, X-ray tubes and other X-ray generators, high tension generators, "
18902212	902212	"Computed tomography apparatus"
18902221	902221	"Apparatus based on the use of alpha/beta/gamma radiations, for medical/surgical/dental/veterinary uses, incl. radiography/radiotherapy apparatus"
18902230	902230	"X-ray tubes"
18902290	902290	"X-ray generators (excl. tubes), high tension generators, control panels & desks, screens, examination/treatment tables, chairs&the like"
209402	9402	"Medical, surgical, dental or veterinary furniture (for example, operating tables, examination tables, hospital beds with mechanical fittings, dentists' chairs); barbers' chairs and similar chairs, having rotating as well as both reclining and elevating mo"
20940210	940210	"Dentists' chairs; barbers'/similar chairs having rotating as well as both reclining & elevating movements, & parts thereof"
20940290	940290	"Medical/surgical/veterinary furniture (e.g., operating tables, examination tables, hospital beds with mechanical fittings; parts of the foregoing articles)"
